'GENE,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,"10,000 cell Rep1 (P1)","10,000 cell Rep2 (P2)","10,000 cell Rep3 (P3)",Gene Category
'AK015395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264333931,0,0,
'AK015404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360452345,0,0,0,0,0,0,0,
'AK015409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275927281,0.037866216,0,
'AK015428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015459,0.232452599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117547023,0,0,
'AK015470,0,179.764101,0.037949147,0,0,0,0,0,0,0.047779279,0,0,0,0,0,0,0,0,0,0,0,
'AK015475,0,0,0,0,0.112377535,0,0,0,0,0.142502136,0,0,0,0,0,0,0,0,0.1152867,0,0.465860717,
'AK015482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015488,0,0,0.029153843,0,0,0,0,0,58.43927576,0.036819198,0,0,0,0,0,0,0,0,0,0,0,
'AK015492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015544,0,0,0.031858457,0,0.032013027,3.274534304,0,0.039650181,55.39826303,1.081997271,0,0,0,20.82696559,0,0.047322763,0,0.071379711,6.436564911,3.40113276,4.794747916,
'AK015545,50.4305569,21.6148256,132.204604,79.12034718,15.62449617,62.17712529,0,0,80.35212696,135.1007628,27.51340856,146.7780701,264.0920123,57.08135732,48.51837628,0.105129952,0.101412157,15.94120703,12.82799966,10.49449832,3.813956952,
'AK015552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114066928,0,0,0,0,0.063975706,
'AK015566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015664,0,0,6.625501688,0,0,0,0,0,0,0,7.609373734,0,0,0,0,0,0,0,0,0,0.08899148,
'AK015665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128534306,
'AK015703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015714,0,0,0,0,0.242178711,0.605408491,0,0,0,0,0,0,0,10.61215382,0,0,0,0,0.248726102,0.341532146,0.301068541,
'AK015744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320178556,0,0,0,0,0,
'AK015818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015892,0,0.521066043,0,0,0,0,0,0,0,0,0,0,202.7366684,0,0,0,0,0,4.35806777,2.904526285,2.913839707,
'AK015900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015940,0,0,0,0,0,0,0,0,0,0,0.410558857,0,0,0,0,0,0,0,0,0,0,
'AK015944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK015958,6.836101242,13.99750747,4.341855756,5.481683253,3.937617154,3.105548268,2.921096755,4.620041097,6.445208267,12.67498137,9.887379281,31.15330977,16.7728275,3.957882444,11.98425543,23.20348406,17.4718157,2.432625873,0.903146102,1.067379022,0.468147814,
'AK015969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149339472,0,
'AK016028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016040,0,0,0,0,0,1.727598445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016077,0,0,0,0,0,0.534384843,0,0,0,0,0,17.98135335,0,0,0,0,0,0,0,0,0.176012774,
'AK016085,0,0,0.225960218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324773548,0.127885148,0.148711233,
'AK016097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016100,0,0,0,0,0,0,0,0,0.454126576,0,0.150941706,0.411776392,0,0,0,0,0,0,0,0,0,
'AK016107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346035193,0,
'AK016120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016172,0,0,0,0,0,0,0,0,0,0,0,0,3.255496393,0,0,0,0,0.084011867,0,0,0,
'AK016177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076201068,0,0,0.262187152,0,0.728037554,
'AK016178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016225,0,0,0,0,0,7.100180654,0,0,0,0,30.66555915,0,0,0,0,0,0,0,0,0,0.643491073,
'AK016243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330644559,0,
'AK016244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851011373,0,0.545245917,
'AK016251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016283,0,0,0,0,0,0,0,0,0,0,0,0,0,3.637667277,0,0,0,0,0,0,0,
'AK016284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.397799565,0,0,0,
'AK016335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869595521,
'AK016377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267481051,0.826456363,0.107755881,LPS Response
'AK016427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760591906,0,0,
'AK016486,0,0.135015493,0,0.117055514,0,9.042524511,0,0,0,0,0,0,0,17.70590874,0,0,0,0,2.729927341,0.53538381,1.106401813,
'AK016496,0.273722857,0,0,0,6.250850835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542076676,0.504722994,0.221868205,
'AK016511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016549,0,0,0,0,0,0.447450252,0,0,0,0,0,0,0,0,0,0,0,0,0.202519191,0,0.066291862,
'AK016591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207011844,0,0,0,0,0,0,0,
'AK016661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.920836691,0,0,0,0,
'AK016682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190580101,0,
'AK016734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016790,0,0,0,0,0,0.083837254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016813,0,1.535398899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016837,0,0,0,2.820975635,0,0,2.270296146,0,0,0,0,0,0.091526051,0,0,0,0.344982203,0,0,0.169104879,0.200955934,
'AK016841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101511246,0,0,
'AK016898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259250126,0,0.418044917,
'AK016926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169074521,0,0,0,0,0.094546935,
'AK016948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK016961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017010,0,0,0,0.43818083,0,0,0,0,0,0,0,0,0,0.050762092,0,11.53961115,10.17031835,0,0,0,0,
'AK017025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017086,2.87189768,17.47839095,10.77806015,1.414981439,1.852482737,2.78745509,2.137291089,3.993625445,2.927894504,7.573152905,3.481003747,10.94607021,22.76189862,6.34806411,11.10755358,19.73124388,7.2629659,7.096152421,1.686069781,0.687251255,0.49610736,
'AK017092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421787662,0.650947947,0,
'AK017104,0,0,0,0,0,0,0,0,0,0,0.103480384,0,0,0,0,0,0,0,0.412674931,0.354095988,0.250640409,
'AK017106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017111,0,0,0,0,12.46744502,5.996460441,0,0,80.04057995,0,0,231.477362,0.274570727,0,0.086756242,0,0.090193505,0,0.128873181,0.176869826,0.210070769,
'AK017125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.124113283,0.399499517,
'AK017143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052328856,1.803398767,0.598329822,
'AK017148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017243,0,0,0,0,0,16.70252234,0.083543037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075071971,
'AK017306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017349,0,0,0,0,0,0,0,0,0,31.8314294,0,0,0,0,0,0,0,0,0,0.077206688,0,
'AK017368,0,4.158412633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413898402,0,
'AK017404,0,0,0,70.93405699,8.394002988,11.23760805,0.11523359,0,52.43030688,0.112499119,0,0,0,0,1.955997549,49.2382577,19.36463791,28.90183312,12.36708045,12.09492029,13.9313673,
'AK017409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181970019,0,
'AK017534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160320807,0.053087876,0.3816734,
'AK017586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.57544365,0,0,1.051182198,2.098990189,0.776461292,
'AK017620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489802463,
'AK017706,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159854924,0,0,0,0,0.251026168,0.043063969,0.051164774,
'AK017883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.055469388,0,0,0,0,0.054944794,
'AK017891,2.52831193,5.744922272,0.651564926,2.074290599,1.694457757,1.568592542,1.147694992,1.549677791,3.951742446,1.533156543,5.631305631,7.712411142,7.744905758,2.55371911,2.572463265,7.821225144,3.895091547,2.290697459,0.342243714,0.207828455,0.506787719,
'AK017893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK017924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396941712,
'AK018074,0,0,0,0,0,0,0,0,0,1.134448291,0.105181931,0,0,0,0,0,0,0,1.767514187,1.344442336,1.842075168,
'AK018156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018309,0,0,0,0,0.288025917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117979967,
'AK018484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255838921,0,
'AK018490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083672559,
'AK018513,0.669653262,0.225745222,0,0,0,0,0,12.47087917,0.081832231,0,0.218332053,2.535555683,1.363626745,0,0,1.504179747,0.227603238,0,0,0.037175896,0,
'AK018624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204432625,0,0,22.9137885,19.38664437,16.93917798,LPS Response
'AK018699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018753,3378.153887,2885.866745,5170.34105,3616.032551,3447.769556,2964.644734,3335.85488,3099.7914,3981.90176,1218.843222,1475.299429,5265.379493,3160.17919,1739.689342,3071.926801,1461.51806,1697.68012,5345.346699,2420.346757,2365.890046,1975.070366,
'AK018772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018972,0,0,0,0,0,0,1.52679275,0,0,0,0,0,0,0,0,0,0,0,0,0.56605964,0,
'AK018976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660284897,0,0,0,0,0,
'AK018991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK018996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572458446,0,0,0,0,0,0.616032109,0,
'AK019053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019067,4.754703859,0,0,0,0,0,0,38.99154745,0,0,0,0,0,0,0,0,0,0,5.860601511,3.231119918,1.319649691,
'AK019082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.939646869,0,0,1.606051844,1.657803647,1.828290401,
'AK019114,24.24551576,0,0.416067286,0,0,25.693833,0,0,0,0,0,0,0,0,0,0,0,0,12.86249245,10.99160337,8.842184428,
'AK019124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358951065,0,0.27887304,
'AK019125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663396837,0,
'AK019262,32.79516147,7.098447655,6.807710089,7.96996483,17.05457904,43.39600839,0,0,0.596627058,6.025995698,11.01078802,4.267297207,94.26866544,16.49490531,17.43349832,66.89813865,2.223300311,1.778847214,46.80659663,67.85432959,36.97740611,
'AK019290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019366,0,0,0,0,0,0,8.523568832,0,0,0,0,0,0,0,0,0,0,0,2.886198117,3.967693767,2.070084303,LPS Response
'AK019375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17668233,0,
'AK019420,66.74600912,0.143250085,0,4.966799519,0,0,0,0,0,0,0,0,0,57.1688901,0,0,0,0,26.3888167,23.44216608,24.21789672,
'AK019455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.635375401,0.229321902,0.31197104,
'AK019514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019592,0,0,0,2.000401145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.989912483,0,0,0,0,
'AK019604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665554742,0.458952655,0,
'AK019641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019679,2.271532651,2.939894543,0.890749578,0.917051939,0.666987433,1.481965991,2.061845443,0.7398265,2.200858534,2.258270102,1.020119428,3.555203311,3.966862071,1.483354476,4.558756113,1.71955311,1.320779162,0.704322853,0.596078459,0.399316529,0.326326572,
'AK019680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'AK019690,0,0,0,0.794977807,35.06854979,0.40422541,0,0,0,0,0,0,227.379752,0,0,0,0,0,6.052620946,1.164419861,5.86718454,
